Category,Item,ItemType,SuggestedVerbKeysTop,SuggestedVerbLabelsTop,SuggestedVerbKeysMore,SuggestedVerbLabelsMore,SuggestedLocationCategoryNames,SuggestedLocationQuickPickKeys,SuggestedLocationQuickPickLabels,MatchedOverrideRules
Equipment & Hydraulics,Hi-Rail Axle,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Derail Skid,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Emergency Hand Pump,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Gear Assembly,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Guide Tube,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Hydraulic Cylinder,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hi-Rail Hydraulic Hose,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hi-Rail Hydraulic Pump,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hi-Rail Hydraulic Valve,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hi-Rail Pivot Arm,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Spindle,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Torsion Spring,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Wheel,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Wheel Bearing,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Wheel Cylinder,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hi-Rail Wheel Spacer,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hose Reel,PART,diagnose|inspect|test|pressure_test|leak_check|replace|repair|rebuild|service|grease|lubricate|adjust|calibrate|clean|fabricate,Diagnose|Inspect|Test|Pressure Test|Leak Check|Replace|Repair|Rebuild|Service|Grease|Lubricate|Adjust|Calibrate|Clean|Fabricate,weld|modify|machine|verify,Weld|Modify|Machine|Verify,General Orientation|Equipment / Attachments|Body / Upfit|Truck / Tractor Areas|Trailer Areas,general|boom|bucket|crane|winch_attachment|liftgate_equipment|pto_area|hydraulic_reservoir_area|valve_bank_area|outrigger_front_left|outrigger_front_right|outrigger_rear_left,General|Boom|Bucket|Crane|Winch|Liftgate|PTO Area|Hydraulic Reservoir Area|Valve Bank Area|Outrigger - Front Left|Outrigger - Front Right|Outrigger - Rear Left,
Equipment & Hydraulics,Hydraulic Boom Service,SERVICE,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hydraulic Control Valve,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hydraulic Cylinder,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hydraulic Filter,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hydraulic Fitting / Adapter,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
Equipment & Hydraulics,Hydraulic Hose,PART,pressure_test|leak_check|diagnose|test|replace|repair|rebuild|bleed|inspect|service|grease|lubricate|adjust|calibrate|clean,Pressure Test|Leak Check|Diagnose|Test|Replace|Repair|Rebuild|Bleed|Inspect|Service|Grease|Lubricate|Adjust|Calibrate|Clean,fabricate|weld|modify|machine|verify,Fabricate|Weld|Modify|Machine|Verify,Body / Upfit|Equipment / Attachments|General Orientation|Truck / Tractor Areas|Trailer Areas,hydraulic_reservoir_area|hydraulic_pump_area|valve_bank_area|pto_area|general|boom|bucket|crane|winch_attachment|liftgate_equipment|outrigger_front_left|outrigger_front_right,Hydraulic Reservoir Area|Hydraulic Pump Area|Valve Bank Area|PTO Area|General|Boom|Bucket|Crane|Winch|Liftgate|Outrigger - Front Left|Outrigger - Front Right,KW100
